Subgroup,Ratio,Threshold,Kept Pairs,Dropped Pairs,Recall (%),Precision (%),F1 (%),Total Tokens,Cost ($)
stackoverflow_projection,0.025,0.0,4,0,51.67,93.94,66.67,42246,0.1452
stackoverflow_projection,0.025,0.01,3,1,51.67,95.38,67.03,40389,0.1396
stackoverflow_projection,0.025,0.02,3,1,51.67,95.38,67.03,40389,0.1396
stackoverflow_projection,0.025,0.03,3,1,51.67,95.38,67.03,40389,0.1396
stackoverflow_projection,0.025,0.04,3,1,51.67,95.38,67.03,40389,0.1396
stackoverflow_projection,0.025,0.05,2,2,30.0,94.74,45.57,30018,0.1085
stackoverflow_projection,0.025,0.06,2,2,30.0,94.74,45.57,30018,0.1085
stackoverflow_projection,0.025,0.07,2,2,30.0,94.74,45.57,30018,0.1085
stackoverflow_projection,0.025,0.08,2,2,30.0,94.74,45.57,30018,0.1085
stackoverflow_projection,0.025,0.09,2,2,30.0,94.74,45.57,30018,0.1085
stackoverflow_projection,0.025,0.1,2,2,30.0,94.74,45.57,30018,0.1085
stackoverflow_projection,0.025,0.11,1,3,9.17,100.0,16.79,20061,0.0781
stackoverflow_projection,0.025,0.12,1,3,9.17,100.0,16.79,20061,0.0781
stackoverflow_projection,0.025,0.13,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.14,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.15,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.16,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.17,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.18,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.19,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.2,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.21,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.22,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.23,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.24,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.25,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.26,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.27,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.28,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.29,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.3,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.31,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.32,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.33,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.34,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.35,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.36,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.37,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.38,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.39,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.4,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.41,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.42,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.43,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.44,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.45,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.46,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.47,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.48,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.49,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.5,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.51,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.52,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.53,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.54,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.55,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.56,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.57,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.58,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.59,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.6,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.61,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.62,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.63,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.64,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.65,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.66,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.67,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.68,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.69,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.7,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.71,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.72,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.73,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.74,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.75,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.76,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.77,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.78,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.79,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.8,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.81,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.82,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.83,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.84,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.85,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.86,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.87,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.88,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.89,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.9,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.91,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.92,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.93,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.94,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.95,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.96,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.97,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.98,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,0.99,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.025,1.0,0,4,0.0,0.0,0.0,18088,0.0719
stackoverflow_projection,0.05,0.0,10,0,56.67,91.89,70.1,45826,0.1559
stackoverflow_projection,0.05,0.01,6,4,55.83,94.37,70.16,36823,0.1291
stackoverflow_projection,0.05,0.02,6,4,55.83,94.37,70.16,36823,0.1291
stackoverflow_projection,0.05,0.03,6,4,55.83,94.37,70.16,36823,0.1291
stackoverflow_projection,0.05,0.04,6,4,55.83,94.37,70.16,36823,0.1291
stackoverflow_projection,0.05,0.05,6,4,55.83,94.37,70.16,36823,0.1291
stackoverflow_projection,0.05,0.06,6,4,55.83,94.37,70.16,36823,0.1291
stackoverflow_projection,0.05,0.07,6,4,55.83,94.37,70.16,36823,0.1291
stackoverflow_projection,0.05,0.08,6,4,55.83,94.37,70.16,36823,0.1291
stackoverflow_projection,0.05,0.09,5,5,50.83,95.31,66.3,34368,0.1215
stackoverflow_projection,0.05,0.1,5,5,50.83,95.31,66.3,34368,0.1215
stackoverflow_projection,0.05,0.11,4,6,50.83,98.39,67.03,32035,0.1146
stackoverflow_projection,0.05,0.12,4,6,50.83,98.39,67.03,32035,0.1146
stackoverflow_projection,0.05,0.13,4,6,50.83,98.39,67.03,32035,0.1146
stackoverflow_projection,0.05,0.14,4,6,50.83,98.39,67.03,32035,0.1146
stackoverflow_projection,0.05,0.15,4,6,50.83,98.39,67.03,32035,0.1146
stackoverflow_projection,0.05,0.16,4,6,50.83,98.39,67.03,32035,0.1146
stackoverflow_projection,0.05,0.17,3,7,38.33,100.0,55.42,30144,0.1084
stackoverflow_projection,0.05,0.18,3,7,38.33,100.0,55.42,30144,0.1084
stackoverflow_projection,0.05,0.19,3,7,38.33,100.0,55.42,30144,0.1084
stackoverflow_projection,0.05,0.2,3,7,38.33,100.0,55.42,30144,0.1084
stackoverflow_projection,0.05,0.21,2,8,21.67,100.0,35.62,26689,0.0976
stackoverflow_projection,0.05,0.22,2,8,21.67,100.0,35.62,26689,0.0976
stackoverflow_projection,0.05,0.23,2,8,21.67,100.0,35.62,26689,0.0976
stackoverflow_projection,0.05,0.24,2,8,21.67,100.0,35.62,26689,0.0976
stackoverflow_projection,0.05,0.25,2,8,21.67,100.0,35.62,26689,0.0976
stackoverflow_projection,0.05,0.26,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.27,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.28,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.29,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.3,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.31,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.32,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.33,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.34,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.35,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.36,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.37,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.38,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.39,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.4,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.41,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.42,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.43,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.44,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.45,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.46,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.47,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.48,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.49,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.5,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.51,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.52,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.53,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.54,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.55,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.56,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.57,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.58,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.59,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.6,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.61,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.62,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.63,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.64,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.65,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.66,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.67,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.68,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.69,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.7,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.71,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.72,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.73,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.74,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.75,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.76,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.77,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.78,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.79,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.8,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.81,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.82,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.83,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.84,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.85,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.86,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.87,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.88,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.89,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.9,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.91,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.92,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.93,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.94,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.95,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.96,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.97,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.98,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,0.99,0,10,0.0,0.0,0.0,22776,0.0852
stackoverflow_projection,0.05,1.0,0,10,0.0,0.0,0.0,22776,0.0852
