Subgroup,Ratio,Threshold,Kept Pairs,Dropped Pairs,Recall (%),Precision (%),F1 (%),Total Tokens,Cost ($)
stackoverflow_50x50,0.025,0.0,4,0,59.04,55.68,57.31,40611,0.1225
stackoverflow_50x50,0.025,0.01,1,3,24.1,45.45,31.5,17099,0.0518
stackoverflow_50x50,0.025,0.02,1,3,24.1,45.45,31.5,17099,0.0518
stackoverflow_50x50,0.025,0.03,1,3,24.1,45.45,31.5,17099,0.0518
stackoverflow_50x50,0.025,0.04,1,3,24.1,45.45,31.5,17099,0.0518
stackoverflow_50x50,0.025,0.05,1,3,24.1,45.45,31.5,17099,0.0518
stackoverflow_50x50,0.025,0.06,1,3,24.1,45.45,31.5,17099,0.0518
stackoverflow_50x50,0.025,0.07,1,3,24.1,45.45,31.5,17099,0.0518
stackoverflow_50x50,0.025,0.08,1,3,24.1,45.45,31.5,17099,0.0518
stackoverflow_50x50,0.025,0.09,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.1,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.11,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.12,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.13,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.14,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.15,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.16,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.17,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.18,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.19,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.2,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.21,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.22,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.23,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.24,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.25,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.26,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.27,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.28,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.29,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.3,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.31,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.32,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.33,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.34,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.35,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.36,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.37,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.38,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.39,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.4,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.41,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.42,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.43,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.44,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.45,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.46,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.47,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.48,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.49,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.5,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.51,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.52,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.53,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.54,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.55,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.56,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.57,0,4,0.0,0.0,0.0,2720,0.008
stackoverflow_50x50,0.025,0.58,0,4,0.0,0.0,0.0,2720,0.008
