Run_ID,Dataset,Trial,Baseline_Type,A_Size,B_Size,Total_Pairs_Evaluated,Recall,Precision,F1,Tokens,Time_s
1,Emails,1,Classifier_Join,100,100,10000,100.00,57.70,73.18,7432,22.70
2,Emails,1,Classifier_Join_Projection,100,100,10000,100.00,57.70,73.18,7432,18.55
