Run_ID,Dataset,Trial,Baseline_Type,A_Size,B_Size,Total_Pairs_Evaluated,Recall,Precision,F1,Tokens,Time_s
2,IMDB,1,Classifier_Join,100,100,10000,75.84,80.46,78.08,22362,23.73
